candidate_rank,pair_id,observation_dimension,coupling,schedule_amplitude,t,bank_count,bank_seed,target_hull_feasible,target_hull_lp_residual,calibration_converged,maximum_standardized_residual,ess_fraction,projection_kl_distortion,lambda_norm,maximum_weight,covariance_rank,covariance_condition,hidden_shift_standardized_rms,hidden_shift_nontrivial,field_minimum,field_maximum,hard_range_violation_fraction,physical_range_gate_pass
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.0,0.8,4096,36100,True,2.220446049250313e-16,True,1.7763568394002505e-15,0.09399530251171542,1.4050004345439175,3.525766584913339,0.010168934182904293,2,70.807075194565,0.8516844100637972,True,0.00015309765876736492,0.44686922430992126,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.0,0.9,4096,36100,True,2.220446049250313e-16,True,1.3322676295501878e-15,0.4665374817388976,0.33310515721889367,1.4160259374003181,0.0017330789451461572,2,50.88167376296374,0.4718739637451756,True,7.65488512115553e-05,0.45722201466560364,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.1,4096,36110,False,,False,,,,,,,,,False,0.0009054143447428942,0.3831315338611603,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.2,4096,36110,False,,False,,,,,,,,,False,0.000827877433039248,0.39206981658935547,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.3,4096,36110,False,,False,,,,,,,,,False,0.00075034040492028,0.40100806951522827,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.4,4096,36110,False,,False,,,,,,,,,False,0.000662362901493907,0.40994638204574585,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.5,4096,36110,False,,False,,,,,,,,,False,0.0005529423942789435,0.41888463497161865,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.6,4096,36110,False,,False,,,,,,,,,False,0.00044352197437547147,0.42782294750213623,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.7,4096,36110,True,1.1102230246251565e-16,True,2.412514632510465e-12,0.10068662744488702,1.6736791004102733,5.481264161822694,0.0053544588678474826,2,180.72537709887064,0.7978316247784485,True,0.00033410158357582986,0.4367612302303314,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.8,4096,36110,True,2.220446049250313e-16,True,6.630251903061435e-13,0.2838239219217095,0.6479139100264919,2.357274675848014,0.0021342357473401307,2,65.5917016583889,0.5948992536820066,True,0.00022468110546469688,0.44666212797164917,0.0,True
