rank_among_eligible,design_index,design_id,style,sigma_km,fully_grid_usable,validation_mmd_risk,bootstrap_risk_se,minimum_log10_intrinsic_ess,median_log10_intrinsic_ess,worst_covariance_condition_regularized,mean_projection_kl,maximum_projection_kl,maximum_moment_residual,maximum_native_iterations,projection_failure_count,s1_x_km,s1_y_km,s2_x_km,s2_y_km,s3_x_km,s3_y_km,s4_x_km,s4_y_km
128,98,design_000098,support_random,200.0,True,0.013542310858819406,0.0078064965064559046,-13.125878981717726,-0.12718486981180968,538.368093675238,1.0879974098852634,9.936674188386844,5.350468890451044e-09,12,0,198.07370246765635,71.26095830342854,-158.184795517378,323.52195814727776,-176.96101621955677,-190.46669404137648,-440.1695080179393,-36.96997879671727
129,304,design_000304,longitudinal_stratified,200.0,True,0.013552344096157815,0.010103741650435722,-5204.029683060913,-0.11544320180779448,19366569078377.176,0.982707464645298,10.289784492691577,7.855485161325065e-09,36,0,-151.91908782700972,10.666758372471921,229.807978024028,-332.2410650138755,272.8778552913492,168.79135519066102,1607.92295029851,-71.67039639363625
130,333,design_000333,longitudinal_stratified,200.0,True,0.013597707501519677,0.012641303352574632,-504.52505377307284,-0.11506784491821814,114149306.17020887,2.165276935345069,23.32976467506768,7.898930736716679e-09,20,0,-67.81594955810579,-0.9804120069072155,234.75069976794367,246.3048608869077,319.41642777320266,-310.1671119528211,747.0546447169774,23.032012357000895
131,72,design_000072,support_random,200.0,True,0.013646867355266835,0.011426664654205986,-128.91835388355517,-0.10276780982884669,350875.7290118021,2.016277377877549,28.007751300319583,6.206693615815228e-09,16,0,554.1333574396923,-215.31516493070586,-173.97143264516643,-74.55125521060931,460.2675529268098,229.53315733051332,289.63328393189283,-284.0317760793666
132,36,design_000036,support_random,200.0,True,0.013688216345295951,0.007548006019114021,-3947.6668122449128,-0.17864151097642436,37084100969491.53,0.7314537352540675,3.6842867553795036,8.182500198783226e-09,29,0,6.537180744978457,176.2768095600939,-379.4622951298225,-173.28156435203243,17.476560263018257,-87.28128275917345,1523.0035840963494,341.45922800949114
133,45,design_000045,support_random,200.0,True,0.013702359516131375,0.013584911832500657,-278.4965539269474,-0.11705078468541752,2606337.4740376715,2.4784307573025264,31.64268325661985,3.4126885051371283e-09,30,0,-149.3631469711213,-576.1155510856229,656.5245412521391,59.898010202762535,109.97545518617953,-12.657249772152653,353.89695627251723,85.11437432840549
134,77,design_000077,support_random,200.0,True,0.013763638094957559,0.010783034958277517,-3415.7258000109373,-0.19414274965182166,25572235322048.297,1.2421092706059529,13.656177784437025,3.4002614995316516e-09,49,0,175.89170353453957,-37.01419360002639,1430.7888058645685,201.17235117987593,-25.90179272134225,-385.1171592259194,365.7659856858188,185.84821500555637
135,34,design_000034,support_random,200.0,True,0.01378893672337474,0.013068874666211422,-2900.581174843989,-0.16414743326237716,5780075789615.215,1.6917603307934683,20.667450952627345,7.316226742832051e-09,48,0,509.64644883997687,-139.52188240603493,1361.068187256716,265.6482502794475,444.38791460957304,-705.4991399329548,150.0029322953539,-123.95980397802114
136,298,design_000298,longitudinal_stratified,200.0,True,0.013847682565667619,0.01140761356740906,-3856.0010671055124,-0.15135225012977363,11937395584352.426,1.377867982980593,16.01772114068478,4.632184152154028e-09,38,0,-15.622356535780858,-35.02364722486555,386.66046474638506,-384.80320080314675,451.2779159403517,-135.32817105190495,1527.2475343065794,464.94323752119783
137,154,design_000154,support_random,200.0,True,0.013850023964527725,0.012741836211108552,-105.4984886664457,-0.09156305722936862,152209.70330006175,1.8385612255014392,21.53941302236837,7.683156041566352e-09,17,0,512.253348433524,307.7116953566095,-187.0569100576042,-20.4761568460809,232.71302717428878,46.49379815427477,453.5991220259799,-288.3871545126223
138,171,design_000171,support_random,200.0,True,0.01385622241834447,0.007529955335933841,-3278.125635164033,-0.10372020803637395,48126900738828.086,0.8941872654638435,5.426618909553126,8.104068979413799e-09,41,0,-53.31720838841308,-374.3798092037546,-88.78968855022119,25.835307013983766,1345.3210677706568,-245.64161063093465,959.5570037686642,385.450266992233
139,335,design_000335,longitudinal_stratified,200.0,True,0.013905702241511678,0.010909542186276726,-3123.274946354626,-0.16883660058487887,25809476163680.3,1.276074486628871,14.205348667007048,6.767423322021636e-09,41,0,-46.07668988856331,43.42574249345558,248.73707654013023,259.12981896810254,368.8571110499987,-31.051619012717634,1394.0568105247514,247.96165204779535
140,263,design_000263,longitudinal_stratified,200.0,True,0.013924469823193307,0.011850882463438421,-522.4903822416933,-0.07887061156952657,1221468637.913813,1.5564644466507505,11.742194689700838,4.96514083445394e-09,44,0,-142.29714567040944,-667.1929731199842,79.16223740859661,-162.59597080519177,500.9501908455619,410.56575216537516,815.294772580286,234.33866541257345
141,336,design_000336,longitudinal_stratified,200.0,True,0.013939375484736286,0.014397888978506511,-484.11994826234724,-0.15563097198747286,72267856937265.39,2.4354250105056114,31.64694280781694,9.701285878697387e-09,69,0,-323.0320963371106,-475.08372528987405,241.39791569914922,54.58497610299871,607.7720334031743,94.05646760302878,1428.3531435505438,256.9539919301635
142,432,design_000432,upstream_focused,200.0,True,0.013956415014188164,0.01210231199190829,-429.4275519614073,-0.1290743275763038,6915953.92452882,2.0783498492747166,23.820936792374976,6.4254654533769e-10,39,0,-240.16156305093187,-345.01811881965284,713.7145869949088,15.6199880140897,105.81291104334349,193.30203313129743,252.9641734155498,516.9492829709657
143,35,design_000035,support_random,200.0,True,0.014009204699496899,0.008368732757788423,-38.83249193378774,-0.10722733312541462,25426.14035076087,1.0872911248365646,11.835907563051705,8.668141933998534e-09,16,0,-277.0507673182781,-312.3731025177944,-258.57338639233336,59.485494496202456,203.18091531055907,-32.729518660962334,399.40712259666867,353.2847790155531
144,54,design_000054,support_random,200.0,True,0.01401026488508597,0.01595459239834395,-305.96217731390976,-0.05029217248572191,8214595286260.838,2.6154621338378616,30.21172379345856,7.647143938819714e-09,66,0,760.4562661700803,90.19163050067682,1277.8606934706143,393.1307648099181,298.9540304598307,71.6203900860096,280.04219785104834,-233.142764727674
145,247,design_000247,longitudinal_stratified,200.0,True,0.014023702492881665,0.013177120906148023,-3626.1450610122683,-0.1366528133565472,39129137213528.055,1.832751358794709,24.815679193879003,9.77924766398837e-09,31,0,12.722852919580042,258.3358203041598,133.88579091609415,-176.449934760344,499.9952821623815,-10.104035689544688,1482.2670263286589,360.64671198828046
146,212,design_000212,support_random,200.0,True,0.014075791168754497,0.00829506987944936,-25.705051787156357,-0.13733908250568255,2836.6957469414897,1.631926060892098,20.29645344735729,5.128283983587139e-09,20,0,481.49116796459634,-18.060866769061853,189.65721626552943,432.04412777767135,-52.3609368411682,-31.05639090961745,-346.73853476185377,-338.77678441532885
147,310,design_000310,longitudinal_stratified,200.0,True,0.014114435716516332,0.012421325214752874,-3107.0234604055427,-0.13757861348150047,20201824272917.594,1.3432477967425738,11.338388321747436,5.980302225409199e-09,51,0,-187.9058918866091,-470.12833191944895,125.98932339701521,107.27407110663478,671.3841595507766,328.8452789169013,1341.153804137063,-108.019071155484
148,185,design_000185,support_random,200.0,True,0.014155992812079098,0.012645706651869185,-17942.837367649772,-0.17931579070276177,414773814.7844976,1.3476722067014204,12.606778959043407,1.186744229186921e-09,63,0,1140.8123631697351,63.301377438374615,-42.325695342692185,73.90288312715776,286.3097016152506,-382.4955704700281,290.0375534170936,190.70529098135293
149,82,design_000082,support_random,200.0,True,0.014164100954407618,0.011694593979940899,-234.85968756917882,-0.17554897645792109,145182652815378.16,1.760730771901437,20.301776345301914,9.988704481694287e-09,1908,0,1527.1485040402308,306.2092439831928,348.7316435578475,22.058282820538594,81.71761999668391,5.720590254464511,1092.6018623144455,411.9556324996866
150,420,design_000420,upstream_focused,200.0,True,0.014174956070578986,0.011085278530830772,-88.73435683036418,-0.08722376103906208,808507.4418453024,1.3075065469883769,15.152825911846891,8.62112204108211e-09,15,0,-120.40696243353489,493.22244215992305,-75.10944658795313,-249.3609069952148,386.52963769177575,-167.69812518900972,484.80678090149434,409.771939907891
151,279,design_000279,longitudinal_stratified,200.0,True,0.014191406213064455,0.007381618821058762,-249.02917770462497,-0.10502934480866574,30980680730829.86,1.1405829561584857,6.497485500191438,7.555694986827998e-09,39,0,-39.6469460061338,-154.34556739415672,171.30173265626007,227.2946141951373,636.6806531327045,439.340053802459,1216.1337599685871,438.51686143706513
152,23,design_000023,support_random,200.0,True,0.014235766094106598,0.009861845714459031,-131.4433001763045,-0.08931880391352341,9685879.982406842,1.434992727263465,14.62895300888486,5.286549390580889e-09,26,0,53.50298039503217,135.78938846991844,271.74353035940015,384.4563717881964,525.3705214323088,341.6809327136274,13.717373605350012,-250.38185502111025
153,108,design_000108,support_random,200.0,True,0.014236751784920744,0.015260501325793792,-525.2538216592088,-0.1142796554157054,667530419.1715404,2.104442992868593,21.471531110531103,7.519421750490813e-09,26,0,-126.53813584883531,-341.2467747754652,311.84129563434925,43.74069298052545,344.55832576979975,-337.1744748374165,758.5966116554355,46.783605707987604
154,99,design_000099,support_random,200.0,True,0.014262973851992317,0.009340088717578568,-691.942600659693,-0.08782447404546477,22619837593.410885,1.63898335969897,13.66851866911395,9.823690842201926e-09,37,0,677.283590431828,-337.96136018518825,-279.0182782551866,226.60017626452122,58.42053160704447,-173.0076134803287,844.3790291828938,331.86350501299586
155,22,design_000022,support_random,200.0,True,0.014310762249431085,0.011835319030027358,-581.1379086664348,-0.0858177424821542,362051501.7761367,1.89987498393542,15.902322899285222,7.507146818586007e-09,23,0,784.8126427557736,126.79706106873621,-65.36443414047895,-601.8732709811113,-110.17729362375351,-304.27389458847426,-283.2073038640264,76.53900465843702
156,294,design_000294,longitudinal_stratified,200.0,True,0.014342301865196569,0.01567015587500461,-2243.677337668636,-0.09140776078779017,7295782537052.411,2.085583862652221,25.650008213934886,4.5383441036466095e-09,43,0,-140.89677158545413,442.1648984774749,253.80848474451682,-60.717038890285934,559.5975849573067,153.07195024055414,1198.4624412341625,-91.80463985311405
157,111,design_000111,support_random,200.0,True,0.014356659049898468,0.014372185264066683,-894.082540597313,-0.10451443150076653,1303267787.4997292,2.055332934691247,22.956432024839117,7.733993937010352e-09,32,0,367.95877086736516,213.94362281936935,377.25687319596943,-301.53483739094975,-176.09303351806795,38.91792056391917,723.9830192660112,293.1048926803736
158,184,design_000184,support_random,200.0,True,0.014396379500643127,0.015114988845114101,-339.48038528619225,-0.03779462359872205,41327144988862.72,2.5292557835695257,27.912925402339756,1.3210026175990683e-09,78,0,-84.66789407047023,185.72791373734321,847.2147696331856,62.511059733857564,495.20395592435443,114.90090735077877,1192.969233225059,489.974825621734
159,443,design_000443,upstream_focused,200.0,True,0.014445120794692477,0.010832928650964604,-8.96219063687498,-0.10738917737744354,10978.222300950598,1.063700768054258,9.541555423808534,3.829820750962444e-09,9,0,-15.74860847319917,-154.04229814694577,138.23045207664848,260.5469822081461,-255.1633447458255,349.7876242624251,455.5182478431735,-433.8806767743606
160,444,design_000444,upstream_focused,200.0,True,0.014588322145461663,0.008227031222933027,-99.31830539803914,-0.1405429245890875,46600.00431352285,1.5686424606010902,21.471222048275443,3.038204711562137e-09,22,0,518.4605720351796,-81.66763607730559,-27.18703914187813,474.22207007176394,-126.78469434901135,-219.9612747627694,-97.30763575187248,217.46729527406353
161,71,design_000071,support_random,200.0,True,0.014614598766108561,0.009178919611800583,-6.793982766951972,-0.12482822793116051,540.1467445189244,0.8914992456565335,7.050431063212673,8.252780332811423e-09,8,0,-283.41606855366103,179.1338036489136,101.36634916474186,80.2801367393371,12.123744165931143,-324.50470217051367,-170.84379178627947,-107.67393741028472
162,46,design_000046,support_random,200.0,True,0.014747991520990206,0.006297140827109468,-3616.2664094358724,-0.21745331518108213,24760761958909.035,1.000495605143411,8.354288071934423,9.560482946205658e-09,65,0,1466.4539270100436,155.79720648785994,1606.4966025596775,689.7977026251697,-16.324404309907713,-89.3395787163705,315.5915367960564,160.68877463118645
163,316,design_000316,longitudinal_stratified,200.0,True,0.014751978156914378,0.012352622471775801,-1359.6548463927113,-0.10054967383435544,56982264234151.98,1.3655656858570895,16.88459752565343,7.826046341961522e-09,54,0,10.911475705516807,-4.196401996529737,234.8028067593773,191.7159646256879,410.5946318536288,-54.568706742424695,1816.5890929902416,-125.87276045245228
164,75,design_000075,support_random,200.0,True,0.014776189049033939,0.007894601452660476,-1420.8335865509214,-0.07934964954333663,21418135427522.13,1.2134076419287056,7.368835938314246,8.972995904814994e-09,23,0,-101.35588145466033,46.18366438685725,481.56612759956533,392.1676756756484,1050.7607962282316,154.59483668434586,-69.86515335935053,-480.31264790112846
165,258,design_000258,longitudinal_stratified,200.0,True,0.014841831492124377,0.012781149963130636,-313.3338021012451,-0.08411644659022426,8237095.4013059065,1.7805182277941036,17.63426108500273,1.5473441765160792e-09,27,0,-458.8895847342839,-69.8328536459108,106.71630883991588,-7.695728654610335,256.3448236570537,-537.9075691507825,671.9477979211302,260.58849218819813
166,320,design_000320,longitudinal_stratified,200.0,True,0.014910743594527855,0.015775489866282185,-688.6902982572338,-0.06414005233661696,26423598064.492874,2.182281846912366,21.77200087878449,7.2123858900448095e-09,33,0,-132.51292660958916,284.925160218203,117.82354662852838,63.7706422967644,414.98663151625476,240.57830969854214,835.5577162736287,124.53692902810658
167,259,design_000259,longitudinal_stratified,200.0,True,0.014933324431738346,0.01108193107415776,-4635.799464537137,-0.18440441169776123,5300254441613.175,0.816887904269802,7.9686177840836345,3.910421091217322e-09,46,0,-309.7551105278745,-39.31135579155049,222.44852443695424,184.26969676554918,304.28857363279405,-256.5165600658491,1574.809038692853,118.58204130774773
168,303,design_000303,longitudinal_stratified,200.0,True,0.015053666320712268,0.011731559150615306,-3811.1689545402405,-0.198697927367982,13143622148682.89,1.1860195258780952,11.00481691064908,7.421721391942708e-09,71,0,-139.90478985532738,-455.50353846973337,177.1655793835906,-80.93561515805078,562.0865619081056,393.2313426144277,1457.054516690364,2.463844377257743
169,80,design_000080,support_random,200.0,True,0.015098424294741642,0.009480039697477627,-182.60698146832644,-0.0967883227498644,1802478.3200329223,1.3277373571301982,11.98099814535033,3.0327535512574574e-09,19,0,593.2798644902313,361.18109716281356,-80.38165133756564,-474.5417988882787,167.55933713567495,175.36139423440102,15.680472526869323,-53.377040925968245
170,269,design_000269,longitudinal_stratified,200.0,True,0.015116562614721198,0.007746883238484822,-2033.554745934454,-0.11864665974439609,11773450816823.162,0.9973224968864408,5.059821170438342,9.420656079082143e-09,39,0,-184.58458774451475,-19.90841455690493,135.77347730454287,-96.18008306990318,441.8176878769702,-250.25763803250223,1184.9994093309858,121.49558758348707
171,238,design_000238,longitudinal_stratified,200.0,True,0.015156610008781648,0.01610007259872038,-869.7920977492083,-0.03823685831915374,163399291595.53174,2.0890670151316684,22.103446216634353,3.5280019444826387e-09,28,0,-467.4208739781034,45.60175040651903,262.75153299380185,339.2437115735757,431.54999757935906,148.8035800728373,905.5171339384586,212.54513967728852
172,227,design_000227,longitudinal_stratified,200.0,True,0.015165899033238018,0.014669666783216026,-597.4900828032443,-0.04777537196294787,4817647828.642846,1.8658531570573131,17.645396326069633,8.111658755852852e-09,45,0,-228.63769912687246,-324.48035104888436,212.29187739655907,-306.55764781328946,372.3218188733915,281.8330690550018,807.642757357101,227.96820694645425
173,157,design_000157,support_random,200.0,True,0.015207780501186657,0.01118389497492145,-275.3973174030178,-0.09035651916726019,119118522.57349369,1.0709283329612866,7.489992212763526,2.113490004733255e-09,25,0,227.425172553072,-256.5081538878206,273.2910416317008,358.18045024827154,28.48544041459407,-69.63799167972626,659.9282962341191,444.3703278992667
174,274,design_000274,longitudinal_stratified,200.0,True,0.015233631558956476,0.013459885580596515,-2112.20163131874,-0.10135331643648543,19654518702059.207,1.8029403090095597,22.830697152845975,3.840198461068761e-09,42,0,-407.1082122371125,-46.84260533630014,87.64729437929695,194.4212177554416,417.63535578826895,159.8731455996754,1184.4254297500697,-5.690253257117371
175,297,design_000297,longitudinal_stratified,200.0,True,0.015278243787435516,0.008670636199664121,-2822.52011487002,-0.17062812387721282,20423088616315.17,0.7343073627781203,3.949343025747141,9.493150995804316e-09,43,0,-192.50756522027083,-145.0420099255737,193.63913261184567,-239.31124250378085,447.36625775596104,-400.6177809029117,1341.9203010115014,217.6743699153934
176,106,design_000106,support_random,200.0,True,0.015281095581798146,0.013854232362197428,-3496.560560981309,-0.18664561214565498,26602623502067.793,2.047644188046851,28.442717458961777,9.372923270138915e-09,38,0,558.464604203528,58.86889231984269,1416.1330313826552,14.744749199623037,105.4546061236862,237.3690113947721,148.2958095679222,-264.9394872526219
177,213,design_000213,support_random,200.0,True,0.015368003080045399,0.014827150884877007,-13522.446105989324,-0.11123783759425208,54560686.0947459,2.244220466041677,23.42775955658492,7.935692104592279e-09,112,0,172.2535759460133,-105.18511204709733,993.8705260835785,327.56729490406235,363.62381527396224,-296.2570201832035,713.6728147517761,267.24505821957786
178,51,design_000051,support_random,200.0,True,0.015373862129730537,0.014653058029284629,-14716.321862306786,-0.10930288914179821,4534175755210.14,2.7372000385917077,31.31738810081065,7.099318257940902e-09,69,0,1011.96488775165,312.6252210812303,639.6712732496602,-29.913029021433502,142.04952330916748,-21.002888933811303,985.84424934403,-27.1277457105811
179,160,design_000160,support_random,200.0,True,0.015443558183857552,0.0077608703794417025,-195.8671251659816,-0.09113835765358695,19022917224197.99,1.2220538212378589,7.213161931709992,9.826200500241185e-09,41,0,602.1621003239677,429.4882958203771,-299.1401198542801,-377.1754531827313,1061.3934148809183,338.17149128835996,-68.93049962524552,-17.211054904099917
180,455,design_000455,upstream_focused,200.0,True,0.01546696408908129,0.010590039660243487,-405.9520645491056,-0.09215248003071433,526206414.0325209,1.4553228608181707,12.763274370035777,7.64336310421774e-09,31,0,58.846573049407084,455.6691072984322,-125.71555520931554,-211.10084390419803,640.2445355803884,-569.2324162375401,724.5691499682871,349.576825764844
181,114,design_000114,support_random,200.0,True,0.015482188773700124,0.016651684703774764,-236.7740396817027,-0.036556356073018104,2030954909237.54,2.4730900729773553,30.05099352091433,2.5173297519262356e-09,42,0,1197.332655573754,454.29298539377265,319.89419394797994,-266.24693041880715,-392.8050020429355,-445.52036837896003,682.4791528926289,162.15579241247798
182,285,design_000285,longitudinal_stratified,200.0,True,0.015508594208864737,0.011733148243648555,-3853.529680832856,-0.20598400605625142,39457572210444.55,0.9300960204686252,10.718443415401602,6.367728849323873e-09,44,0,-149.96633896840422,-330.64745425224805,174.79330299428068,208.12124795288653,460.28583240815783,-295.04566524122816,1487.9706739088083,181.68673705270265
183,311,design_000311,longitudinal_stratified,200.0,True,0.015582736519544537,0.01481341855070848,-12927.281587510957,-0.07865081872583059,939925805.3772346,2.579618466837809,28.60230970135207,1.047685589668364e-10,31,0,-81.31637877463099,188.6153483260639,175.11633083338612,-442.4967781483913,669.0502725476448,168.99981998917502,978.5710419301903,213.0219199978079
184,319,design_000319,longitudinal_stratified,200.0,True,0.015599172808810683,0.015679377522785143,-277.6619670639736,-0.04948569069157507,14857119.676741505,2.1731706010431893,26.631258879864316,3.839788092391422e-09,19,0,-117.07547719450827,238.47368006717193,161.47393748128718,-279.6339136847188,391.8034389798827,-101.66745401092572,656.9200879582099,171.24421327798865
185,254,design_000254,longitudinal_stratified,200.0,True,0.015619146444274052,0.01334618274054642,-1333.5937132600468,-0.09598089607967333,66228882592368.875,1.2365884909223899,15.10377137288067,9.046197513796256e-09,37,0,-3.012392845097068,29.004917049388617,182.33115139395082,-391.4646717456191,366.99929893145486,-36.51585399173192,1903.7910091968372,222.00209324937998
186,103,design_000103,support_random,200.0,True,0.015625431660502127,0.010638215977014117,-4769.692867208962,-0.17279487057876128,43207083677465.625,1.6532465091497919,21.01757157899426,5.4093252773302204e-09,57,0,-299.0889066161456,-304.1190863225244,470.33800007356,216.84466806675607,14.583244081460933,125.30552173008809,1623.2399332585346,352.6018291168342
187,211,design_000211,support_random,200.0,True,0.015670047702544303,0.009366998717596203,-2226.8548854325886,-0.10176224753306266,9437007620096.49,0.7560618010457107,5.006691857116583,7.02220187202197e-09,30,0,74.14516674148159,-58.23895064751612,1253.4355686778329,364.5918349344756,-93.7697777640851,-514.4213027008616,348.54114394732295,385.76179223845907
188,73,design_000073,support_random,200.0,True,0.015704727305031422,0.016457156343574104,-762.373073878109,-0.04779865800679437,24420469039.69936,1.7766140450948238,15.625147981239904,7.837946312418897e-09,41,0,860.8042544855882,194.06595248519466,390.2708733244639,384.39034150932895,-404.37887619328376,-452.4650398497271,306.58630099307493,30.351857380103475
189,499,design_000499,uniform_control,200.0,True,0.015721003900413675,0.010926879943961859,-643.8667041881148,-0.09534688906792153,106526729380314.22,0.7983636741404706,6.529167572884914,9.57296376851754e-09,46,0,288.19578282181817,-95.88148996079053,1931.9104928742117,-673.6694390072594,681.716705357494,-602.1612552212457,-99.73983839719142,-22.536346735131474
190,268,design_000268,longitudinal_stratified,200.0,True,0.015815761939813888,0.013032531143512898,-2067.867605918278,-0.07897789227498322,12913068801858.809,1.2963824454940418,14.784944106765472,9.83226404486231e-09,59,0,-172.37696002556237,-535.9483521182898,106.16706349475662,23.891536912443556,431.3481113296617,-55.026005886855536,1234.8080242768117,465.0499194620871
191,246,design_000246,longitudinal_stratified,200.0,True,0.015832899332811123,0.010437677652215215,-150.65570567838319,-0.14227697315363688,1260775.581307769,2.2506294320700038,29.269613625206794,8.224203415411899e-09,18,0,-190.6073786621812,-185.98120179630732,150.14677701883238,-171.89753632323036,574.1702575817952,322.1117635536685,583.6670197976434,70.82383184467797
192,125,design_000125,support_random,200.0,True,0.01583493085607498,0.014055531800191572,-113.37165004730385,-0.07416245934863842,138613303.68379274,2.1540322956513918,27.184064679529136,3.7227441635300067e-09,23,0,193.14528546271555,-150.93742180272955,688.1889439541947,460.19271497782313,-55.62399109747666,-321.0084169214523,606.37764681063,216.93221222172895
193,33,design_000033,support_random,200.0,True,0.01584235000599509,0.01472286402647458,-331.42219408016575,-0.08131870353926247,6251550342720.781,2.421369476171003,27.099555046578274,1.0452123721701124e-09,51,0,139.99570653331216,-534.9193660718087,1194.8964593130918,-101.27051718096078,699.1083934671836,130.75971058835552,-347.67189721795773,97.72343137174526
194,498,design_000498,uniform_control,200.0,True,0.015885028167297095,0.011208768376087927,-79.79532330703171,-0.12924763321054114,42179518852070.89,1.866560879079294,19.39445804121402,9.102004703553072e-09,619,0,-33.4492171836589,-286.8956291741423,-149.5966106607347,687.1067978327346,1320.2504980039505,300.7745933156384,1067.6568395078023,257.55232584900773
195,452,design_000452,upstream_focused,200.0,True,0.015983476513106706,0.012520064412137998,-366.86446316354915,-0.06804242215247717,11657190.843783135,1.825291360559203,18.337042359311155,2.599021870139681e-09,22,0,218.83101849079628,387.8613659008374,-327.3704184154607,-594.5487847311276,-149.74127004011916,13.534215646567873,698.5196001658803,235.8089234233347
196,81,design_000081,support_random,200.0,True,0.01599097189461556,0.016344588853869194,-7249.624008722964,-0.12931033736287562,664975358296.5724,2.716295163569298,30.164209399350224,6.7021437038648365e-09,59,0,1121.967343950186,179.5148555704742,351.3093970188313,-67.45389520199966,752.1573331758007,24.08525577568748,-250.42898970372158,-604.4524788050167
197,237,design_000237,longitudinal_stratified,200.0,True,0.016021303047963297,0.013661628494474715,-4814.708837309382,-0.1622841487397648,9152750092921.357,1.6332914450943279,18.789434666278265,2.5032766360548915e-09,78,0,-396.4385893669429,-278.7570802550287,201.59861797071304,198.59828058286232,541.9019098739459,279.3603542191776,1630.3696678325648,367.8279506448389
198,102,design_000102,support_random,200.0,True,0.016079849556324934,0.008025708372752377,-5309.10604693728,-0.17562009182294683,20623986512501.6,0.7208883669459358,4.96430993044488,9.41881867355729e-09,47,0,-89.57631346667102,-477.8139744421329,195.00663020671868,115.76634528534207,-31.299386492053923,-104.77928151112023,1680.6096231712065,353.10892165443784
199,248,design_000248,longitudinal_stratified,200.0,True,0.01614382707736172,0.016071435892450244,-9913.849655184275,-0.06245758931358815,2978929.3117110617,2.5048875669729624,30.164378176706514,7.576104319036087e-09,61,0,-24.403384033114015,218.24461654222335,321.6254516756304,211.47965087608463,608.7667501617294,61.72670915043562,869.2735549612502,366.7207412954454
200,345,design_000345,longitudinal_stratified,200.0,True,0.01618193296540283,0.01607295720731439,-504.1336003754391,-0.03823926631006329,13110889277.836626,2.4468156635822496,28.564635480092807,7.086353130741873e-09,38,0,-109.0622845544108,-443.7652772248051,239.7102547698714,249.77979778065077,584.8931265558684,-39.39772656289353,802.1597616226081,242.69220394640882
201,244,design_000244,longitudinal_stratified,200.0,True,0.016400154840377205,0.013136462495815151,-10049.35422147969,-0.057407448021104236,16849765.680564817,1.4105003644613947,10.06053873086312,6.985650338598452e-09,44,0,106.51940437914844,169.46217514851395,53.59359969813504,-424.5305825442281,340.2658716758234,277.9040754363451,874.2681103360459,273.72749054679673
202,11,design_000011,manual,200.0,True,0.016406978732175753,0.014001141633505642,-11595.79590538049,-0.10409287907525357,53037786010175.3,1.3969590449338891,11.53112834023089,9.980665861260645e-09,843,0,100.0,350.0,700.0,350.0,1300.0,350.0,1900.0,350.0
203,327,design_000327,longitudinal_stratified,200.0,True,0.016408534681070248,0.009668717721459453,-3693.029360677861,-0.17050252164845664,39434466130516.91,0.7300131855924509,5.269114826280454,5.854841912407281e-09,35,0,-107.36954668648943,-248.49130779031387,169.61025954846906,-83.24548703154898,319.5960238434334,-372.7358731268432,1497.4260563365826,404.3222567747274
204,17,design_000017,support_random,200.0,True,0.016452712197653582,0.0068784186116538585,-2397.0374626336647,-0.14080031034618706,26196619730129.18,1.0978044512472656,9.524061887293485,8.95214497736955e-09,42,0,183.8552691569037,-46.20808190012461,1270.251410054752,240.79053477895505,324.69799055417207,229.1971029016826,-208.8118589287703,-221.77791781017294
205,89,design_000089,support_random,200.0,True,0.016468048366666495,0.011393964171695569,-16510.935812189844,-0.13655871884273688,61324275.09036187,0.8174778196117272,3.9436018573560303,7.058396721160274e-09,72,0,1097.2251517179227,83.89649565226622,3.576438839544693,-476.0715800746754,-310.00296535805944,-39.98290257389344,-244.84179042912734,-434.8118568579348
206,197,design_000197,support_random,200.0,True,0.016470890258161702,0.01341081290103986,-2560.6294451453964,-0.1972739219608589,28978114994218.047,1.4598959413015853,16.226869776262927,9.99014229414083e-09,852,0,466.62566072198956,213.6451881974331,2006.4405234338672,239.93356383845708,1309.150213414733,41.740414069791534,1498.520192503389,727.5313516641613
207,26,design_000026,support_random,200.0,True,0.016473700916020868,0.01674591592640088,-9924.646965067668,-0.05242266818742889,91659231473119.42,2.16438195479061,22.24483304373078,6.833128385126376e-09,54,0,449.8414478019695,175.32105367104018,869.8022086217841,80.14584770931121,-36.4099261841495,-391.2406677630899,1985.6956569549766,396.1431354328321
208,471,design_000471,downstream_focused,200.0,True,0.01651763180190672,0.01534435486439652,-8460.224353539594,-0.09072076038587289,7760516537.379435,2.5779814489932273,29.07830215210463,7.930437713923401e-09,171,0,1205.244523552528,480.64315255479323,1201.0842972711807,-257.66411347602286,978.1864857779224,-53.396441166817,771.8095944963909,282.3090775506498
209,199,design_000199,support_random,200.0,True,0.016546032465216777,0.00789329632107496,-1074.4779429047005,-0.1477259577238053,143016296829073.8,0.7242114541702895,4.717420104681783,9.152227663333757e-09,29,0,75.66198617805875,159.58248397821586,1769.269798648057,130.73424919255797,-135.00196827381376,-208.6544794946912,-257.9739657919986,64.6899710708525
210,127,design_000127,support_random,200.0,True,0.01676322026264047,0.011298903667541238,-929.4301163776139,-0.11840730333186288,10472186249.768885,1.6482112210318214,12.660334145428632,9.928551837014143e-10,39,0,900.7876234360525,-42.0053590299957,-183.53158245082327,-244.8528032072254,-355.54749835920995,-646.5294991744051,661.094750098626,404.6404888734686
