repeat,design_id,style,validation_mmd_risk,feasible,projection_failure_count,minimum_ess_fraction,max_moment_residual,failure_reason_counts
1,design_000164,support_random,0.039047807,False,6,0.0053279228975349055,0.43084272210064334,"{""coordinate_support_infeasible"": 4, ""low_ess"": 2, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000165,support_random,0.056676578,False,6,0.00503309041825105,0.4686021630399874,"{""coordinate_support_infeasible"": 5, ""low_ess"": 2, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000166,support_random,0.0649491,False,6,0.0050002281421406,0.745669386223832,"{""coordinate_support_infeasible"": 5, ""low_ess"": 5, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000167,support_random,0.05449218,False,5,0.013820452849862028,0.4891567903572259,"{""coordinate_support_infeasible"": 4, ""low_ess"": 2, ""moment_residual"": 5, ""native_nonconvergence"": 5}"
1,design_000168,support_random,0.03662167,False,5,0.007001909657759723,0.5599972817941865,"{""coordinate_support_infeasible"": 4, ""low_ess"": 1, ""moment_residual"": 5, ""native_nonconvergence"": 5}"
1,design_000169,support_random,0.031532336,False,6,0.017813475108322888,0.29862547106355675,"{""coordinate_support_infeasible"": 5, ""low_ess"": 1, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000170,support_random,0.030512223,False,2,0.018911107755349345,0.31656190729929057,"{""low_ess"": 1, ""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000171,support_random,0.043838337,False,5,0.005020347630315196,0.33340762319829853,"{""coordinate_support_infeasible"": 4, ""low_ess"": 2, ""moment_residual"": 5, ""native_nonconvergence"": 5}"
1,design_000172,support_random,0.059268236,False,6,0.005262458058878382,0.6224828174449478,"{""coordinate_support_infeasible"": 6, ""low_ess"": 3, ""moment_residual"": 5, ""native_nonconvergence"": 5}"
1,design_000173,support_random,0.07263537,False,7,0.005201118306137023,0.5123537446119709,"{""coordinate_support_infeasible"": 6, ""low_ess"": 6, ""moment_residual"": 7, ""native_nonconvergence"": 7}"
