left_design_id,right_design_id,hungarian_matched_rms_km,hausdorff_km,symmetric_average_nearest_sensor_km
design_000278,design_000331,146.61287853321093,216.09561872373723,127.47899531771344
design_000278,design_000318,283.72070569303884,422.78577751541434,218.3306620987792
design_000278,design_000162,162.42406239429374,196.6114973836621,161.05081358724368
design_000278,design_000161,217.45208268695015,279.5386845053684,193.01257251092562
design_000278,design_000105,339.40315816689304,392.15258537644695,243.106875123636
design_000278,design_000322,156.26336993586986,224.30778554190877,146.96263836088045
design_000278,design_000276,368.67715622540754,515.7528817419981,269.1181276431205
design_000278,design_000176,447.754510755417,700.8968095209834,295.07264388575436
design_000278,design_000223,402.7294422563742,562.0785254425575,246.53015308837882
design_000278,design_000143,329.2123003401895,450.0818209523464,265.84870910936195
design_000278,design_000069,675.883609017936,677.4875614895136,340.36862089927547
design_000278,design_000168,381.2263799838986,481.96450459127124,235.18460160221719
design_000278,design_000292,312.80401163481685,456.05002954042163,252.56396696981665
design_000278,design_000038,457.3389986823926,442.5289080249812,253.28702940635128
design_000278,design_000251,355.58965898881297,421.26982084190445,241.72925651213689
design_000278,design_000013,650.918846308297,702.598810703578,433.660675569201
design_000278,design_000342,306.49525539489736,249.96070810191475,178.77062336107178
design_000278,design_000270,251.14958898806256,484.78357634572296,177.39591400500822
design_000278,design_000200,651.7039807711294,794.0045786930473,368.68527073535284
design_000278,design_000012,260.65726103894593,319.11058534119593,235.52525802527475
design_000278,design_000286,288.88247617712904,311.8540382406432,268.89163455084224
design_000278,design_000221,307.62250615691704,424.24513047741215,225.43089067939204
design_000278,design_000272,122.08722619823781,193.4077849979694,102.62819737357646
design_000278,design_000139,270.4671429160989,379.1457922598336,252.58016810725553
design_000278,design_000167,400.5050986270275,449.9699199663445,286.90759533319516
design_000278,design_000255,271.48619866242456,345.1638667648364,253.56139091535178
design_000278,design_000032,381.1169303381638,454.89732030427797,211.77469481084307
design_000235,design_000267,152.33518944071125,235.90625953952667,120.06112729105399
design_000235,design_000324,111.78327356050539,143.52556796352425,100.44589155632053
design_000235,design_000150,313.1988786039949,265.87562693654036,174.77580885048775
design_000235,design_000266,225.70754092275567,293.40708855212006,196.60604228226788
design_000235,design_000004,510.66514336413513,587.7457697326715,314.7974457949596
design_000235,design_000186,270.4024503038886,358.0546990150306,215.96749376218273
