design_index,design_id,dense_target_range_valid,dense_target_joint_feasible,domain_grid_hull_maximum_violation,domain_grid_worst_target_lp_linf_residual,domain_grid_resolution,minimum_smoothed_moment,maximum_smoothed_moment,minimum_raw_moment,classification,failure_reason,dense_projection_valid,multiplier_dynamics_valid,tangent_action_valid,full_action_valid,gram_rank_constant,gram_rank_values,tangent_rank_sensitivity_valid,maximum_relative_tangent_rank_action_change,tangent_rank_tolerance_actions,maximum_moment_residual,maximum_soft_projection_stationarity_residual,minimum_covariance_eigenvalue,maximum_covariance_condition,maximum_gram_compatibility_residual,tangent_action,bandwidth_sensitivity_valid
83,design_000083,True,True,-0.0004895028033844189,4.163336342344337e-17,128x68,0.0009450740059369396,0.8849371822654789,0.00032679899029149003,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:881112.05871243472;1e-12:881112.05871243472;1e-14:881112.05871243472,0.047699903335051495,9.416737411245266e-10,2.5042957863008764e-05,3394.545407846784,1.4089251175547107e-15,881112.0587124347,True
292,design_000292,True,True,-1.3632092796714466e-06,2.117582368135751e-22,128x68,1.7139912168116813e-06,0.6554027103690226,7.718387599741323e-08,pending_dense_projection,,True,True,True,False,False,3;4,True,0.005446774913901217,1e-10:843701.99012523831;1e-12:848166.74860475957;1e-14:848297.44495986099,0.0439612628694224,9.896992853578468e-10,2.5000001700166684e-05,3960.2489589157326,4.40307933880797e-06,843701.9901252383,True
325,design_000325,True,True,-1.9483142034694544e-08,3.308722450212111e-24,128x68,1.769121751310427e-08,0.6856088863340604,2.3127514272582186e-10,pending_dense_projection,,True,True,True,False,False,3;4,True,0.07478540656245587,1e-10:1497967.0454054221;1e-12:1497967.0454054221;1e-14:1609993.1199132274,0.05170716505029651,9.945100401443574e-10,2.500000000129759e-05,3872.4377487667107,1.7953773973071783e-06,1497967.045405422,True
251,design_000251,True,True,-6.912396124834245e-09,1.4462282762777241e-11,128x68,1.4255208330348645e-09,0.8773127369419792,8.704783289217537e-12,pending_dense_projection,,True,True,True,False,False,3;4,True,0.002999362831312053,1e-10:901084.52274380927;1e-12:902103.43235009443;1e-14:903787.20216919761,0.024586137778507666,8.392284839640917e-10,2.5000000000052643e-05,2016.614828131454,8.445750454675315e-07,901084.5227438093,True
74,design_000074,True,True,-4.0947877895645335e-07,5.551115123125783e-17,128x68,3.9210268054368933e-07,0.7339513437606129,1.2826818254707507e-08,pending_dense_projection,,True,True,True,False,False,3;4,True,0.008505438301394991,1e-10:1199753.5021963578;1e-12:1205061.5432322351;1e-14:1209957.9315861715,0.017392051432560954,9.581267937465e-10,2.5000000181105098e-05,5475.534314102391,8.584968121016874e-07,1199753.5021963578,True
272,design_000272,True,True,-1.5603616587458688e-06,5.551115123125783e-17,128x68,1.9242036231070233e-06,0.568414734832684,9.46621600774438e-08,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0014808578556888387,1e-10:1006315.4490886829;1e-12:1007086.2014446853;1e-14:1007805.6592267669,0.037466943209612684,9.92930038267238e-10,2.5000004372356604e-05,2316.093178305501,5.107321378313659e-06,1006315.4490886829,False
286,design_000286,True,True,-0.0002541295047930746,1.6653345369377348e-16,128x68,0.0004749417271699981,0.6618716906810135,8.030392259074109e-05,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:944573.84275243687;1e-12:944573.84275243687;1e-14:944573.84275243687,0.04731453123146642,9.885734907375732e-10,2.5003640012514348e-05,2227.5543387944685,1.277109604500477e-15,944573.8427524369,True
202,design_000202,True,True,-9.327622400930053e-09,2.6614715181247874e-13,128x68,3.878059804907701e-09,0.6204262996631711,3.432533479479771e-11,pending_dense_projection,,True,True,True,False,False,2;4,True,0.0586628766897206,1e-10:1573551.0518619933;1e-12:1665605.2252828686;1e-14:1665860.0831823535,0.04443024093299779,9.946944131210767e-10,2.500000000010066e-05,3009.9893571611638,0.00022431654422941364,1573551.0518619933,False
430,design_000430,True,True,-0.00011089487802045888,1.3877787807814457e-17,128x68,0.00015454697780823562,0.7043837512473087,2.7787574431605974e-05,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:946170.28181950585;1e-12:946170.28181950585;1e-14:946170.28181950585,0.03762163548337604,9.713235330573172e-10,2.5002273804149e-05,5839.8056164881455,1.2820230787857957e-15,946170.2818195058,True
65,design_000065,True,True,-1.7392774521842212e-06,1.1102230246251565e-16,128x68,1.988908274871001e-06,0.7318227204567763,8.930621058734057e-08,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0214731213061839,1e-10:790157.83153192257;1e-12:806343.43057729071;1e-14:807124.98649943876,0.03245379020916333,9.82803869326628e-10,2.5000003582442727e-05,6155.914651043555,8.403722692539236e-06,790157.8315319226,True
332,design_000332,True,True,-6.044775643007531e-09,1.5373320821381666e-10,128x68,3.3524816746582184e-10,0.6806184392332503,1.4040017118967986e-12,pending_dense_projection,tangent action is rank-cutoff sensitive,True,True,False,False,False,3;4,False,0.14843992152813235,1e-10:1140397.1562826077;1e-12:1152226.0608078709;1e-14:1309677.6206721033,0.03612995514178361,9.74894148906042e-10,2.5000000000002796e-05,2797.2474544273914,1.0142121737274865e-06,nan,False
330,design_000330,True,True,-5.663468580391476e-10,1.0081647175035999e-10,128x68,1.673985469432899e-11,0.7319209461724988,7.097211670384121e-14,pending_dense_projection,,True,True,True,False,False,3;4,True,0.002022648295078971,1e-10:644030.86362535879;1e-12:644717.4261662811;1e-14:645333.51155364886,0.04869297431087333,9.490801734139511e-10,2.5000000000000005e-05,5053.069799379827,9.693585879470925e-07,644030.8636253588,False
221,design_000221,True,True,-6.929020034681987e-08,1.1102230246251565e-16,128x68,6.772332428619393e-08,0.7230099397038282,1.221130466146982e-09,pending_dense_projection,,True,True,True,False,False,3;4,True,0.006239052496443651,1e-10:930132.69833501754;1e-12:935853.70320363017;1e-14:935935.8450685885,0.041940886241562864,9.262918733577397e-10,2.500000001926982e-05,5579.727997462362,3.9263441751121224e-06,930132.6983350175,True
32,design_000032,True,True,-5.989181164019807e-09,3.1017785298082645e-12,128x68,4.15198976244988e-11,0.6396070623077302,8.42842852607365e-14,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0,1e-10:5811040.3175417241;1e-12:5811040.3175417241;1e-14:5811040.3175417241,0.025204329373743135,9.685129049288592e-10,2.5000000000000137e-05,3504.722141545703,4.439618626566097e-10,5811040.317541724,False
168,design_000168,True,True,-6.674440912042012e-09,7.179009073809374e-10,128x68,1.0852287497023943e-09,0.5599120647039186,7.626294741194537e-12,pending_dense_projection,,True,True,True,False,False,3;4,True,0.010707059329977427,1e-10:1063048.5067146055;1e-12:1066031.6469874196;1e-14:1074430.6301466427,0.06353510065347276,9.841884719992903e-10,2.5000000000006808e-05,6064.772895025639,5.768721619769058e-07,1063048.5067146055,True
435,design_000435,True,True,-0.0016481903897603437,1.3877787807814457e-17,128x68,0.005730763228409703,0.8722884108621654,0.001705316564162099,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:936458.62657393562;1e-12:936458.62657393562;1e-14:936458.62657393562,0.07082814299117397,9.913154347011805e-10,2.5159734934363212e-05,1210.9855949281655,1.1281997200648626e-15,936458.6265739356,True
126,design_000126,True,True,-0.00014855884975682607,2.168404344971009e-19,128x68,0.0003118469073776274,0.715032977999657,8.89740535871361e-05,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:829214.41336219339;1e-12:829214.41336219339;1e-14:829214.41336219339,0.0615828161339796,9.99520043915244e-10,2.50019832634502e-05,3206.380700102903,1.3845486220248508e-15,829214.4133621934,False
449,design_000449,True,True,-0.00042881643838466174,1.3877787807814457e-17,128x68,0.00146769348782277,0.5341741042199006,0.0004107674602663961,pending_dense_projection,,True,True,True,False,True,4,True,0.0,1e-10:878210.61924128351;1e-12:878210.61924128351;1e-14:878210.61924128351,0.05548174359781362,9.880473639967323e-10,2.507504249813234e-05,2611.1230263184116,1.6450432214218425e-15,878210.6192412835,True
12,design_000012,True,True,-8.640404057819101e-07,5.551115123125783e-17,128x68,1.1116211953497672e-06,0.5245912628942094,4.3105558874818494e-08,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0012346576491873889,1e-10:1313326.6570432961;1e-12:1314801.1730512299;1e-14:1314948.1658462964,0.06297621596816788,9.145089905802217e-10,2.500000068408899e-05,4559.790458475075,3.06322447790187e-06,1313326.6570432961,True
236,design_000236,True,True,-3.7910497534067496e-06,1.3877787807814457e-17,128x68,5.156413921836622e-06,0.6986050718288448,3.0703164976000737e-07,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0022839851753454167,1e-10:1085423.1650233697;1e-12:1087902.2554412596;1e-14:1087902.2554412596,0.05445382482123044,9.63273277681432e-10,2.5000010514758265e-05,5608.192283646943,6.141503109137324e-06,1085423.1650233697,True
283,design_000283,True,True,-5.962960490119309e-09,4.3995689789196867e-10,128x68,2.723240410703828e-10,0.6183432399475828,1.0041254956253058e-12,pending_dense_projection,,True,True,True,False,False,3;4,True,0.0009518463090566307,1e-10:668597.1748167125;1e-12:669160.75869338401;1e-14:669233.57656980748,0.019942335767317167,8.739946560446845e-10,2.5000000000003728e-05,5329.993024546247,2.5352193314490226e-06,668597.1748167125,False
