panel_label,design_index,design_id,source_time_index,day,grid_nx,grid_ny,dx_km,formulation,converged,scientifically_valid,action,weak_action,action_identity_relative_error,tangent_action,tangent_lower_bound,direct_ritz_action,direct_ritz_qr_svd_status,direct_ritz_certification_status,scaled_relative_residual,original_conservative_relative_residual,score_form_relative_residual,weighted_mean_potential,iteration_count,solve_seconds,preconditioner,solver_error,minimum_log_q_mass,maximum_log_q_mass,log_q_range,minimum_log_face_conductance,maximum_log_face_conductance,log_conductance_range,minimum_scaled_log_coefficient,genuine_scaled_conductance_underflow_count,genuine_scaled_rhs_underflow_count,score_magnitude_median,score_magnitude_p95,score_magnitude_maximum,centered_cell_peclet_maximum,centered_cell_peclet_above_one_fraction,projected_multiplier_recovery_max_abs_error,reference_log_density_centered_max_abs_error,reference_log_density_centered_rms_error,density_modified,operator_regularized,precision,production_run,final_test_accessed
day_zero_fixed_subset,121,design_000121,0,0.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,1207708.6821094532,0,1458873.4157182274,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-295547.5799180361,-1.452024843366422,295546.12789319275,-295502.05625648587,-9.368365056645068,295492.68789142923,-9698.089528473967,7038,2416,,,,,,2.3152035844020702e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
day_zero_fixed_subset,121,design_000121,0,0.0,73,39,50.0,analytic_score_centered_difference,0,0,13951885.098795908,4456432.986432884,0.6805856015243783,1207708.6821094532,1,1458873.4157182274,fail,unresolved,0.12578224483245928,3.9797974510457883,0.00041876283710964325,0.0,4,0.0019425509999564383,SuperLU ILU of centered score operator,,-295547.5799180361,-1.452024843366422,295546.12789319275,,,,,0,0,78.86877781880987,185.7093536922119,195.59082175234056,4889.770543808514,0.9996487530734106,2.3152035844020702e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
maximum_lower_bound_failure,121,design_000121,34,8.5,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,29966522.563986607,0,182023149.7019083,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-36782.95457754896,-3.507703322620889,36779.44687422634,-34142.74650468735,-11.356500817744848,34131.3900038696,-14881.68977947706,577,230,,,,,,2.6476598691260733e-12,1.014228701023967e-10,9.99194114122465e-12,0,0,float64,0,0
maximum_lower_bound_failure,121,design_000121,34,8.5,73,39,50.0,analytic_score_centered_difference,0,0,7988916.333858918,-79745404.75291866,1.100180271936817,29966522.563986607,0,182023149.7019083,pass,certified,0.006884984333465249,0.5370516055520101,0.00016164063593750692,-3.73814256926734e-10,83,0.019392556001548655,SuperLU ILU of centered score operator,,-36782.95457754896,-3.507703322620889,36779.44687422634,,,,,0,0,1.0111968154365787,38.538345445232245,678.5278778988203,16963.196947470507,0.9483667017913593,2.6476598691260733e-12,1.014228701023967e-10,9.99194114122465e-12,0,0,float64,0,0
day_zero_fixed_subset,218,design_000218,0,0.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,1803239.6223799735,0,5195397.680723635,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-295550.85138796404,-1.165835510886827,295549.68555245316,-295505.3277264138,-9.086417412216408,295496.2413090016,-9698.089528473967,7026,2407,,,,,,2.722977399116644e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
day_zero_fixed_subset,218,design_000218,0,0.0,73,39,50.0,analytic_score_centered_difference,0,0,1609672.8893732533,1848535.193055465,0.12921707121377188,1803239.6223799735,0,5195397.680723635,fail,unresolved,0.08427649287987751,0.5748745996011906,0.0001026721947786279,1.175486784392806e-11,4,0.0010294479980075266,SuperLU ILU of centered score operator,,-295550.85138796404,-1.165835510886827,295549.68555245316,,,,,0,0,78.88699320216314,185.7093536922119,195.59082175234056,4889.770543808514,0.9978925184404637,2.722977399116644e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
requested_day_0.25_control,218,design_000218,1,0.25,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,6582839.355832009,0,8334476.39764948,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-293785.5668791497,-1.5740412675308306,293783.9928378822,-293746.0998851552,-9.50653615645232,293736.59334899875,-12406.820836975996,6799,2326,,,,,,1.4702905559715873e-11,2.2919266484677792e-10,4.3088209058825224e-11,0,0,float64,0,0
requested_day_0.25_control,218,design_000218,1,0.25,73,39,50.0,analytic_score_centered_difference,0,0,23515060.939889982,20084875.221671313,0.14587186173946262,6582839.355832009,1,8334476.39764948,fail,unresolved,0.051221248537091674,1.3881535389433748,0.0010039191300130375,-6.286732732712258e-11,4,0.0010635139988153242,SuperLU ILU of centered score operator,,-293785.5668791497,-1.5740412675308306,293783.9928378822,,,,,0,0,67.0568626375612,221.14168957024268,257.09391875720434,6427.347968930108,0.9975412715138743,1.4702905559715873e-11,2.2919266484677792e-10,4.3088209058825224e-11,0,0,float64,0,0
requested_day_1_control,218,design_000218,4,1.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,3760224.344325971,0,9038027.76339518,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-285941.9981238044,-1.4578097158288985,285940.5403140886,-285530.1881422414,-9.566795288825055,285520.62134695257,-23728.504362712294,5982,2056,,,,,,2.517630548481975e-11,3.7471181713044643e-10,4.422172232247637e-11,0,0,float64,0,0
requested_day_1_control,218,design_000218,4,1.0,73,39,50.0,analytic_score_centered_difference,0,0,105972637.31631061,-1407913.3350878533,1.013285630807559,3760224.344325971,1,9038027.76339518,fail,unresolved,1.4696980366466008,10.638949318209892,0.004393708623843127,-1.0545695308743204e-09,4,0.0010665579975466244,SuperLU ILU of centered score operator,,-285941.9981238044,-1.4578097158288985,285940.5403140886,,,,,0,0,42.31429936829077,327.48490393464925,532.6843468113832,13317.10867028458,0.9982437653670531,2.517630548481975e-11,3.7471181713044643e-10,4.422172232247637e-11,0,0,float64,0,0
requested_day_2_control,218,design_000218,8,2.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,17812602.02944844,0,54460991.72062524,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-265082.86600044306,-1.3780728093377306,265081.48792763375,-263593.63054300874,-9.287315867160203,263584.3432271416,-44822.10299926839,4638,1627,,,,,,4.284572696633404e-12,4.347384674474597e-10,5.0514536350379325e-11,0,0,float64,0,0
requested_day_2_control,218,design_000218,8,2.0,73,39,50.0,analytic_score_centered_difference,0,0,6543367.655766788,460831.64839569724,0.9295727104697291,17812602.02944844,0,54460991.72062524,fail,unresolved,0.06899366483828494,1.0547806508976378,0.0011177701248581105,2.566847169287417e-11,6,0.0014271309992182069,SuperLU ILU of centered score operator,,-265082.86600044306,-1.3780728093377306,265081.48792763375,,,,,0,0,23.202499461180107,403.09226875411605,1141.7464844560911,28543.66211140228,0.9985950122936424,4.284572696633404e-12,4.347384674474597e-10,5.0514536350379325e-11,0,0,float64,0,0
requested_day_3_control,218,design_000218,12,3.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,3080969.65346295,0,8657779.543019613,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-226612.79154994513,-1.1584184815987513,226611.63313146355,-223553.8775155831,-9.289799668714021,223544.5877159144,-63583.808817936544,3347,1207,,,,,,4.710898338089464e-12,5.638867150992155e-10,6.103660638815649e-11,0,0,float64,0,0
requested_day_3_control,218,design_000218,12,3.0,73,39,50.0,analytic_score_centered_difference,0,0,27316546.960590422,5902736.615466491,0.7839135149848051,3080969.65346295,1,8657779.543019613,fail,unresolved,0.13439407003599058,4.186255747644682,0.004057389352780239,-4.431479065449857e-12,4,0.0010549180005909875,SuperLU ILU of centered score operator,,-226612.79154994513,-1.1584184815987513,226611.63313146355,,,,,0,0,11.825461615675636,363.4257914405265,1886.8678111048157,47171.69527762039,0.9954337899543378,4.710898338089464e-12,5.638867150992155e-10,6.103660638815649e-11,0,0,float64,0,0
control_for_median_rank_failure,218,design_000218,16,4.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,5954357.883858575,0,11355031.782976272,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-177836.59905156703,-1.7764322655083848,177834.82261930153,-174198.88731127715,-9.814818381687573,174189.07249289547,-67034.21532016748,2419,887,,,,,,5.4996007747831754e-12,4.1654857341200113e-10,4.268601629949659e-11,0,0,float64,0,0
control_for_median_rank_failure,218,design_000218,16,4.0,73,39,50.0,analytic_score_centered_difference,0,0,28107870.665243346,15596574.830530794,0.44511716962549336,5954357.883858575,1,11355031.782976272,pass,certified,0.2928316213212212,1.9747293080440333,0.0005987983944391113,-1.0130074646764857e-11,4,0.0014448229994741268,SuperLU ILU of centered score operator,,-177836.59905156703,-1.7764322655083848,177834.82261930153,,,,,0,0,6.414103208021055,264.0276656244085,2354.2526123424154,58856.315308560384,0.9873551106427819,5.4996007747831754e-12,4.1654857341200113e-10,4.268601629949659e-11,0,0,float64,0,0
control_for_maximum_rank_failure,218,design_000218,20,5.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,1341170.307352531,0,17941686.206721444,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-131612.98580869602,-2.3859944134050814,131610.5998142826,-126885.43503524672,-10.41879564707964,126875.01623959963,-54293.21325686342,1711,644,,,,,,5.172751116333529e-12,3.610693966038525e-10,3.2079465265330094e-11,0,0,float64,0,0
control_for_maximum_rank_failure,218,design_000218,20,5.0,73,39,50.0,analytic_score_centered_difference,0,0,45832551.325385675,23447235.14646279,0.48841523178580143,1341170.307352531,1,17941686.206721444,pass,certified,0.013760795084850869,0.9510642569478784,0.00010024761009165832,1.0990065974906915e-10,4,0.0011689169987221248,SuperLU ILU of centered score operator,,-131612.98580869602,-2.3859944134050814,131610.5998142826,,,,,0,0,3.6843699447177234,168.2802561740476,2240.577179346375,56014.429483659376,0.9771689497716894,5.172751116333529e-12,3.610693966038525e-10,3.2079465265330094e-11,0,0,float64,0,0
requested_day_7.5_control,218,design_000218,30,7.5,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,2469694.2321903924,0,3634097.0635969504,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-53374.635676685124,-3.4253682925203335,53371.210308392605,-49819.388844501256,-11.53227484460385,49807.85656965665,-21393.599574788343,798,311,,,,,,6.901146321069973e-13,1.276081462719958e-10,1.0246558964211386e-11,0,0,float64,0,0
requested_day_7.5_control,218,design_000218,30,7.5,73,39,50.0,analytic_score_centered_difference,0,0,3872015.7067088136,3787949.1462232033,0.021711317012467975,2469694.2321903924,1,3634097.0635969504,pass,certified,0.02595338151292921,0.40958272587267824,0.0001567148118144652,-3.695761041977692e-10,78,0.017800035002437653,SuperLU ILU of centered score operator,,-53374.635676685124,-3.4253682925203335,53371.210308392605,,,,,0,0,1.270728236330852,55.49946626564633,949.2487854236131,23731.219635590325,0.9536354056902002,6.901146321069973e-13,1.276081462719958e-10,1.0246558964211386e-11,0,0,float64,0,0
control_for_maximum_lower_bound_failure,218,design_000218,34,8.5,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,2626053.2573433444,0,3353047.869602368,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-36778.47332048042,-3.5551549998734187,36774.91816548055,-34138.26524761881,-11.523354808210826,34126.7418928106,-14881.689779477056,577,230,,,,,,3.156586103614245e-12,1.014228701023967e-10,9.99194114122465e-12,0,0,float64,0,0
control_for_maximum_lower_bound_failure,218,design_000218,34,8.5,73,39,50.0,analytic_score_centered_difference,0,0,3644234.1109666186,3512706.0405419893,0.036092102323728614,2626053.2573433444,1,3353047.869602368,pass,certified,0.013725975271997279,0.37473940509197423,0.0005002580379140333,-3.937897090582494e-11,28,0.006294513001193991,SuperLU ILU of centered score operator,,-36778.47332048042,-3.5551549998734187,36774.91816548055,,,,,0,0,0.9201050429039067,38.538345445232096,678.5278778988203,16963.196947470507,0.9413417632595715,3.156586103614245e-12,1.014228701023967e-10,9.99194114122465e-12,0,0,float64,0,0
requested_day_10_overlap,218,design_000218,40,10.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,2336109.272513755,0,3017904.6231089383,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-21454.67523236263,-3.7022920576385254,21450.972940304993,-19887.804941627124,-11.609558901042119,19876.19538272608,-8728.287059943177,369,151,,,,,,1.1852741010898171e-12,4.8756554349438375e-11,3.8743747745296344e-12,0,0,float64,0,0
requested_day_10_overlap,218,design_000218,40,10.0,73,39,50.0,analytic_score_centered_difference,0,0,3528668.386799591,3276383.674949095,0.07149572705507518,2336109.272513755,1,3017904.6231089383,pass,certified,0.00815681976193838,0.3806949207820414,0.001291496974237885,5.15712793245564e-10,11,0.003104866002104245,SuperLU ILU of centered score operator,,-21454.67523236263,-3.7022920576385254,21450.972940304993,,,,,0,0,0.6008616425785385,23.40248130115493,404.06643252673723,10101.660813168432,0.9181594661046716,1.1852741010898171e-12,4.8756554349438375e-11,3.8743747745296344e-12,0,0,float64,0,0
certified_late_overlap_day_22.5,218,design_000218,90,22.5,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,189042.46567460682,0,1116145.023022607,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-2975.403446262391,-5.0582288037488885,2970.345217458642,-2500.605689925824,-12.884123112694196,2487.72156681313,-1127.648808635256,5,4,,,,,,3.3151259515307174e-13,3.2365221613872563e-12,2.658642994441858e-13,0,0,float64,0,0
certified_late_overlap_day_22.5,218,design_000218,90,22.5,73,39,50.0,analytic_score_centered_difference,0,0,1424322.4376462332,1159490.2649771722,0.18593554778699542,189042.46567460682,1,1116145.023022607,pass,certified,0.00804831339928862,0.7455314769073962,0.0031765550862580512,-3.735842975946885e-11,17,0.003984038998169126,SuperLU ILU of centered score operator,,-2975.403446262391,-5.0582288037488885,2970.345217458642,,,,,0,0,0.06109141136566105,2.670724833202032,56.58542211832472,1414.635552958118,0.5749912188268352,3.3151259515307174e-13,3.2365221613872563e-12,2.658642994441858e-13,0,0,float64,0,0
certified_late_overlap_day_45,218,design_000218,180,45.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,16888045.978002205,947.8674651483295,0.9999438734672806,58418.503291675144,1,389184.9690273416,pass,certified,1235.678052540118,40.258383266066225,,6.038955444126853e-13,4,0.001321246996667469,SuperLU ILU,,-1164.8222695246359,-5.947602422969507,1158.8746671016663,-1006.0020693074902,-13.772451641702595,992.2296176657876,-404.62984319269424,0,0,,,,,,8.325284905907893e-14,2.1520563109334034e-12,7.357016315928799e-14,0,0,float64,0,0
certified_late_overlap_day_45,218,design_000218,180,45.0,73,39,50.0,analytic_score_centered_difference,0,0,399600.39019123535,394216.5575495253,0.013473041503121506,58418.503291675144,1,389184.9690273416,pass,certified,0.003217760287793166,0.22998139063032647,0.007537746331794096,-2.6476623727632257e-11,52,0.012137483001424698,SuperLU ILU of centered score operator,,-1164.8222695246359,-5.947602422969507,1158.8746671016663,,,,,0,0,0.007504928713696487,0.6005970138670499,21.645491322989347,541.1372830747337,0.24130663856691253,8.325284905907893e-14,2.1520563109334034e-12,7.357016315928799e-14,0,0,float64,0,0
day_zero_fixed_subset,312,design_000312,0,0.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,318172.75830317184,0,9543627.901477424,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-295581.78491550696,-1.6448873555098373,295580.14002815145,-295536.2612539567,-9.553322946000735,295526.7079310107,-9698.089528473967,7018,2408,,,,,,2.283684352732962e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
day_zero_fixed_subset,312,design_000312,0,0.0,73,39,50.0,analytic_score_centered_difference,0,0,8366305.899675897,1371345.4532668453,0.8360871010800633,318172.75830317184,1,9543627.901477424,fail,unresolved,0.2426962767170915,4.290850934320342,0.00043422455611943456,-6.706812722399189e-10,4,0.0010730769972724374,SuperLU ILU of centered score operator,,-295581.78491550696,-1.6448873555098373,295580.14002815145,,,,,0,0,78.89655801093681,185.7093536922119,195.59082175234056,4889.770543808514,0.9989462592202318,2.283684352732962e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
maximum_rank_failure,312,design_000312,20,5.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,23941310.987914972,0,6101417418.641838,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-131620.34436573574,-1.868357065833373,131618.4760086699,-126892.79359228643,-9.911074303898525,126882.88251798252,-54293.213256863426,1711,643,,,,,,1.4809486970079888e-11,3.610693966038525e-10,3.2079465265330094e-11,0,0,float64,0,0
maximum_rank_failure,312,design_000312,20,5.0,73,39,50.0,analytic_score_centered_difference,0,0,10974769.733403848,16321020.277233053,0.32756840277240123,23941310.987914972,0,6101417418.641838,pass,certified,0.024508370107307033,0.8797427127576937,0.00029728212712631886,-1.2463897831700892e-10,4,0.0011803200031863526,SuperLU ILU of centered score operator,,-131620.34436573574,-1.868357065833373,131618.4760086699,,,,,0,0,3.6860910217183274,168.2802561740476,2240.577179346375,56014.429483659376,0.9834913944502985,1.4809486970079888e-11,3.610693966038525e-10,3.2079465265330094e-11,0,0,float64,0,0
day_zero_fixed_subset,329,design_000329,0,0.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,153332.02666951166,0,335762.01429996983,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-295580.89841456356,-1.0464177791398228,295579.85199678445,-295535.3747530133,-9.074230757815274,295526.3005222555,-9698.089528473967,7046,2418,,,,,,2.2353674467012752e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
day_zero_fixed_subset,329,design_000329,0,0.0,73,39,50.0,analytic_score_centered_difference,0,0,368387.803247668,303388.56571176567,0.17644242551701206,153332.02666951166,1,335762.01429996983,fail,unresolved,0.034936605369830245,1.2047275066264889,0.0002569080943350967,-1.949429512018134e-13,4,0.0013463850009429734,SuperLU ILU of centered score operator,,-295580.89841456356,-1.0464177791398228,295579.85199678445,,,,,0,0,78.8639459549839,185.7093536922119,195.59082175234056,4889.770543808514,0.9982437653670531,2.2353674467012752e-11,2.0372681319713593e-10,3.8364034125570346e-11,0,0,float64,0,0
median_rank_failure,329,design_000329,16,4.0,73,39,50.0,log_row_scaled_conservative_fv,0,0,,,Infinity,1326571.1046370473,0,10482631.105742266,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-177828.48421263884,-2.522267088022728,177825.9619455508,-174190.77247234897,-10.521779588451992,174180.2506927605,-67034.2153201675,2419,888,,,,,,7.821299163879303e-12,4.1654857341200113e-10,4.268601629949659e-11,0,0,float64,0,0
median_rank_failure,329,design_000329,16,4.0,73,39,50.0,analytic_score_centered_difference,0,0,13197466.175965164,9947086.239426173,0.24628818086751278,1326571.1046370473,1,10482631.105742266,pass,certified,0.0009455428026163577,1.0233486845471473,8.093696654125307e-05,-2.724261764297548e-10,4,0.001969087003089953,SuperLU ILU of centered score operator,,-177828.48421263884,-2.522267088022728,177825.9619455508,,,,,0,0,6.414056100349504,264.0276656244085,2354.2526123424154,58856.315308560384,0.9838426413768879,7.821299163879303e-12,4.1654857341200113e-10,4.268601629949659e-11,0,0,float64,0,0
day_zero_fixed_subset,121,design_000121,0,0.0,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,884199.5393993877,0,1458873.4157182274,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-298836.80924374925,-3.170413055415696,298833.63883069385,-298824.58026587794,-8.797372892123775,298815.7828929858,-3268.792686743953,49007,16380,,,,,,2.3225088519041037e-11,2.710294211283326e-10,4.3792254713607384e-11,0,0,float64,0,0
day_zero_fixed_subset,121,design_000121,0,0.0,219,117,16.666666666666668,analytic_score_centered_difference,0,0,892526.4660525331,1029801.0422863744,0.13330203660414142,884199.5393993877,1,1458873.4157182274,fail,unresolved,0.040435151531518304,1.1191869563140902,0.00015896985156936357,7.961551187426507e-12,5,0.0285842249977577,SuperLU ILU of centered score operator,,-298836.80924374925,-3.170413055415696,298833.63883069385,,,,,0,0,78.86864985723093,185.63764716936944,196.67272586735965,1638.9393822279972,0.9988291769113687,2.3225088519041037e-11,2.710294211283326e-10,4.3792254713607384e-11,0,0,float64,0,0
maximum_lower_bound_failure,121,design_000121,34,8.5,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,29489416.976718165,0,182023149.7019083,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-61125.942688254254,-5.6512967104746785,61120.29139154378,-58090.35889278511,-11.285419433001916,58079.07347335211,-21298.887087619805,2943,1096,,,,,,3.114619673283414e-12,1.901128143799724e-10,1.4470116288891987e-11,0,0,float64,0,0
maximum_lower_bound_failure,121,design_000121,34,8.5,219,117,16.666666666666668,analytic_score_centered_difference,0,0,7250.576617141236,-154585.24662682315,1.0469034191512758,29489416.976718165,0,182023149.7019083,pass,certified,171.52031164735763,1.164999512189371,20.048454567027914,2.6715585145162276e-14,2000,40.689215547998174,diagonal (ILU unavailable: RuntimeError),,-61125.942688254254,-5.6512967104746785,61120.29139154378,,,,,0,0,1.0141668411956986,42.737917221159606,2737.5577750039324,22812.981458366106,0.8563009795886508,3.114619673283414e-12,1.901128143799724e-10,1.4470116288891987e-11,0,0,float64,0,0
day_zero_fixed_subset,218,design_000218,0,0.0,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,2474012.4724853197,0,5195397.680723635,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-298838.53070746147,-3.5435366747190264,298834.9871707868,-298826.30172959017,-9.176147241966977,298817.1255823482,-3268.792686743953,49002,16396,,,,,,2.0981438808576058e-11,2.710294211283326e-10,4.3792254713607384e-11,0,0,float64,0,0
day_zero_fixed_subset,218,design_000218,0,0.0,219,117,16.666666666666668,analytic_score_centered_difference,0,0,5430773.132895639,4459945.336858778,0.17876419660329732,2474012.4724853197,1,5195397.680723635,fail,unresolved,0.05946498362552809,2.3871502135720313,0.0011516729807257275,1.5803667901374807e-11,5,0.020301893997384468,SuperLU ILU of centered score operator,,-298838.53070746147,-3.5435366747190264,298834.9871707868,,,,,0,0,78.88432719150424,185.63764716936944,196.67272586735965,1638.9393822279972,0.9979315458767514,2.0981438808576058e-11,2.710294211283326e-10,4.3792254713607384e-11,0,0,float64,0,0
requested_day_0.25_control,218,design_000218,1,0.25,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,2965640.555105688,0,8334476.39764948,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-298168.60183738684,-3.214613398807727,298165.387223988,-298158.3955586653,-8.88106638268102,298149.5144922826,-4368.94510541996,45747,15312,,,,,,1.5158541089022037e-11,3.922195901395753e-10,4.705602901166899e-11,0,0,float64,0,0
requested_day_0.25_control,218,design_000218,1,0.25,219,117,16.666666666666668,analytic_score_centered_difference,0,0,12918752.018006759,3846678.1504020463,0.7022407315319338,2965640.555105688,1,8334476.39764948,fail,unresolved,0.08461947520705002,5.0048919025026715,0.0012501962598410682,-1.994339314298745e-10,5,0.02689017599914223,SuperLU ILU of centered score operator,,-298168.60183738684,-3.214613398807727,298165.387223988,,,,,0,0,67.35832214845391,219.35732661441577,268.878348651818,2240.6529054318166,0.9976583538227374,1.5158541089022037e-11,3.922195901395753e-10,4.705602901166899e-11,0,0,float64,0,0
requested_day_1_control,218,design_000218,4,1.0,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,3917095.005741938,0,9038027.76339518,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-294956.0024653148,-3.200494769929721,294952.8019705449,-294796.1969260477,-8.831394245187965,294787.36553180247,-9534.20167916821,35915,12244,,,,,,2.099476148487156e-11,4.107505446881987e-10,5.107570203359293e-11,0,0,float64,0,0
requested_day_1_control,218,design_000218,4,1.0,219,117,16.666666666666668,analytic_score_centered_difference,0,0,9992286.829592815,8357451.288328364,0.1636097491139644,3917095.005741938,1,9038027.76339518,fail,unresolved,0.15337742173120916,1.9898165312480383,0.00044978613777591864,4.046415806933829e-11,5,0.02124017499954789,SuperLU ILU of centered score operator,,-294956.0024653148,-3.200494769929721,294952.8019705449,,,,,0,0,42.867486333870005,326.62909216741053,629.2386852407866,5243.655710339889,0.994341021738282,2.099476148487156e-11,4.107505446881987e-10,5.107570203359293e-11,0,0,float64,0,0
requested_day_2_control,218,design_000218,8,2.0,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,14688131.805570925,0,54460991.72062524,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-286222.2558505729,-3.168782349828599,286219.08706822305,-285490.55830362183,-8.813478642818184,285481.744824979,-21907.048178487225,24900,8659,,,,,,5.323741447682551e-12,6.216396286617965e-10,6.176162235280619e-11,0,0,float64,0,0
requested_day_2_control,218,design_000218,8,2.0,219,117,16.666666666666668,analytic_score_centered_difference,0,0,146625030.6182038,117901986.15006135,0.1958945505214197,14688131.805570925,1,54460991.72062524,fail,unresolved,0.9281748390365985,0.8111756014945201,9.057533513994315e-05,-1.1975144491066192e-09,20,0.07858684199891286,SuperLU ILU of centered score operator,,-286222.2558505729,-3.168782349828599,286219.08706822305,,,,,0,0,22.99066897986867,404.2296891033186,1586.4762146282717,13220.635121902265,0.9884088514225501,5.323741447682551e-12,6.216396286617965e-10,6.176162235280619e-11,0,0,float64,0,0
requested_day_3_control,218,design_000218,12,3.0,219,117,16.666666666666668,log_row_scaled_conservative_fv,0,0,,,Infinity,2861238.9694455354,0,8657779.543019613,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-267004.79303798237,-3.335253666332825,267001.45778431604,-264901.9794093896,-8.982504383873785,264892.9969050057,-39860.60538859625,17242,6083,,,,,,5.510258915819577e-12,7.817106961738318e-10,7.379716057798734e-11,0,0,float64,0,0
