seed,method,resample,generation_seed,oracle_seed,mmd2,maximum_moment_error,generated_q4_change,generation_minus_tv,generation_plus_tv,oracle_minus_tv,oracle_plus_tv
404,geometric_sinkhorn,14,40440014,40450014,0.015421237432638457,0.023952442457178754,0.6260436035632144,0.44182938710683023,0.39300902715701025,0.11292416317233377,0.09470074937838635
404,geometric_sinkhorn,15,40440015,40450015,0.01307043256378193,0.015181732578303405,0.6123105383637324,0.44918807618248985,0.37593270397749035,0.11452091313725789,0.104619974839252
404,geometric_sinkhorn,16,40440016,40450016,0.019137545650006277,0.018264096158591175,0.5960444712691123,0.4005570825862263,0.3936204934488075,0.07468792647338349,0.08745632239937326
404,geometric_sinkhorn,17,40440017,40450017,0.030825503760204626,0.026909150949400374,0.6369103182902898,0.31553358750121385,0.4060997829122306,0.10640017657467421,0.08747177872410788
404,geometric_sinkhorn,18,40440018,40450018,0.010125355875068215,0.019481050351010012,0.6118742241170496,0.34689629558001506,0.35649645356553267,0.09076558204653987,0.0979150736419512
404,geometric_sinkhorn,19,40440019,40450019,0.015383673127915581,0.020989998035982307,0.6351100288365015,0.4177093057809446,0.40135089799955104,0.10583215598693717,0.09684005192590708
404,fiber_aware,0,34404,35404,0.028715243078918318,0.027227203636134182,0.6318461899659437,0.405627269444234,0.4185158116396031,0.10280666867619045,0.09909100461118361
404,fiber_aware,1,40440001,40450001,0.03308746233906551,0.028739868232758987,0.6356979094908046,0.3683390387352834,0.36317057333608704,0.07995869168725506,0.09829051508520895
404,fiber_aware,2,40440002,40450002,0.015358118772929058,0.01638619515105214,0.6190453500308578,0.366160197679822,0.40976948864103485,0.09261053005588654,0.08393138315305906
404,fiber_aware,3,40440003,40450003,0.03686352615274219,0.03198445631633888,0.641337898364778,0.4460021395239818,0.42595192240890967,0.09410948433814958,0.10372143401069388
404,fiber_aware,4,40440004,40450004,0.025051677740137973,0.029125892238928926,0.6133454614986369,0.4007289984669925,0.4394742721811985,0.09997432275483317,0.08661752640326063
404,fiber_aware,5,40440005,40450005,0.03290528755172814,0.037698277345464,0.627483542413324,0.43131985100511655,0.3711280972781342,0.09451984831702814,0.07935497231338398
404,fiber_aware,6,40440006,40450006,0.016395394157503074,0.025388706845773417,0.6098225630466994,0.39144994121246,0.4078543515107096,0.08821912814227831,0.09198897245275989
404,fiber_aware,7,40440007,40450007,0.02288938603606766,0.02675717174453376,0.621869621947619,0.4305219759829825,0.43806321979161666,0.09251330703003692,0.08990411914725319
404,fiber_aware,8,40440008,40450008,0.02166170464223824,0.028431837276309047,0.6299290081207988,0.4344111209274305,0.3619430956182498,0.0984967060524111,0.10169450859288688
404,fiber_aware,9,40440009,40450009,0.022759828684757344,0.029405018466642435,0.6211980660915143,0.37283450569138255,0.4075535062243292,0.09737223210315928,0.08991599889965776
404,fiber_aware,10,40440010,40450010,0.02841419923888383,0.02806448626109627,0.6177166105565833,0.3929552080293522,0.426137285255205,0.09626914106111624,0.09372814933639115
404,fiber_aware,11,40440011,40450011,0.014781594118670693,0.017692694731759145,0.6035922297268242,0.37904626973857686,0.3525858877498471,0.08652754650948298,0.0926556779977831
404,fiber_aware,12,40440012,40450012,0.02790677209418002,0.027976931907207764,0.5924906152643408,0.3774470717865135,0.34837160686785407,0.10054156046398419,0.10492658194716269
404,fiber_aware,13,40440013,40450013,0.026150659237679952,0.026423349473560395,0.6185730905860218,0.3479202583158281,0.3541376217144766,0.0873333025406503,0.09985338239348814
404,fiber_aware,14,40440014,40450014,0.021955885980947415,0.024969647624149202,0.6216141371806952,0.44182938710683023,0.41030411122423893,0.11292416317233377,0.11041311415249566
404,fiber_aware,15,40440015,40450015,0.011037419390177078,0.017119065639821525,0.610141514676884,0.44918807618248985,0.3773092229678116,0.11452091313725789,0.10531084593050334
404,fiber_aware,16,40440016,40450016,0.022473282271382983,0.024225410920074058,0.6119002424749995,0.4005570825862263,0.38255047737729747,0.07468792647338349,0.1000982771749698
404,fiber_aware,17,40440017,40450017,0.035306639785557925,0.024940350593475786,0.6390153967125484,0.31553358750121385,0.31874238076992617,0.10640017657467421,0.08874982420825779
404,fiber_aware,18,40440018,40450018,0.01716143618420174,0.021074729780530817,0.6240717577500987,0.34689629558001506,0.38522162609115934,0.09076558204653987,0.09790390887795863
404,fiber_aware,19,40440019,40450019,0.018112334375017414,0.02400583916018839,0.6318454898064086,0.4177093057809446,0.4720835970967875,0.10583215598693717,0.0926736758316336
405,geometric_sinkhorn,0,34405,35405,0.006185641007508652,0.012085183694698616,0.6038766576749445,0.3486068096193392,0.33031526726248883,0.09949150409489767,0.09368738653257229
